"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Oct 21 2016","2457682.999965278","498744001","249.75","4.08e-7","4.70e-8","-2.14","-","104.40","1e-8","0","bin429.log"
"Oct 28 2016","2457689.999965278","499348801","267.84","4.03e-7","4.30e-8","-2.14","-","98.27","1e-8","0","bin430.log"
"Nov 04 2016","2457696.999965278","499953601","24.83","1.60e-7","4.90e-8","-2.14","-","92.29","1e-8","0","bin431.log"
"Nov 11 2016","2457703.999965278","500558401","104.26","3.53e-7","6.30e-8","-2.14","-","86.53","1e-8","0","bin432.log"
"Nov 18 2016","2457710.999965278","501163201","587.97","6.82e-7","5.50e-8","-2.14","-","81.04","1e-8","0","bin433.log"
"Nov 25 2016","2457717.999965278","501768001","176.42","3.36e-7","4.30e-8","-2.14","-","75.89","1e-8","0","bin434.log"
"Dec 02 2016","2457724.999965278","502372801","262.55","4.69e-7","5.10e-8","-2.14","-","71.15","1e-8","0","bin435.log"
"Dec 09 2016","2457731.999965278","502977601","107.74","2.81e-7","4.30e-8","-2.14","-","66.87","1e-8","0","bin436.log"
"Dec 16 2016","2457738.999965278","503582401","278.12","2.97e-7","3.10e-8","-2.14","-","63.08","1e-8","0","bin437.log"
"Dec 23 2016","2457745.999965278","504187201","99.62","1.82e-7","3.00e-8","-2.14","-","59.78","1e-8","0","bin438.log"
"Dec 30 2016","2457752.999965278","504792001","155.09","2.08e-7","3.10e-8","-2.14","-","56.96","1e-8","0","bin439.log"
"Jan 06 2017","2457759.9999537035","505396801","90.45","2.09e-7","3.70e-8","-2.14","-","54.57","1e-8","0","bin440.log"
"Jan 13 2017","2457766.9999537035","506001601","113.32","2.10e-7","3.40e-8","-2.14","-","52.56","1e-8","0","bin441.log"
"Jan 20 2017","2457773.9999537035","506606401","61.49","1.45e-7","3.50e-8","-2.14","-","50.87","1e-8","0","bin442.log"
"Jan 27 2017","2457780.9999537035","507211201","22.61","9.58e-8","3.20e-8","-2.14","-","49.46","1e-8","0","bin443.log"
"Feb 03 2017","2457787.9999537035","507816001","23.61","9.35e-8","2.98e-8","-2.14","-","48.30","1e-8","0","bin444.log"
"Feb 10 2017","2457794.9999537035","508420801","100.88","2.08e-7","3.40e-8","-2.14","-","47.41","1e-8","0","bin445.log"
"Feb 17 2017","2457801.9999537035","509025601","175.58","2.66e-7","3.90e-8","-2.14","-","46.84","1e-8","0","bin446.log"
"Feb 24 2017","2457808.9999537035","509630401","163.55","3.11e-7","4.30e-8","-2.14","-","46.64","1e-8","0","bin447.log"
"Mar 03 2017","2457815.9999537035","510235201","68.8","1.46e-7","3.10e-8","-2.14","-","46.89","1e-8","0","bin448.log"
"Mar 10 2017","2457822.9999537035","510840001","210.93","3.27e-7","4.20e-8","-2.14","-","47.68","1e-8","0","bin449.log"
"Mar 17 2017","2457829.9999537035","511444801","184.65","3.38e-7","4.50e-8","-2.14","-","49.06","1e-8","0","bin450.log"
"Mar 24 2017","2457836.9999537035","512049601","147.66","3.04e-7","4.20e-8","-2.14","-","51.07","1e-8","0","bin451.log"
"Mar 31 2017","2457843.9999537035","512654401","74.38","2.00e-7","3.60e-8","-2.14","-","53.74","1e-8","0","bin452.log"
"Apr 07 2017","2457850.9999537035","513259201","87.52","2.64e-7","4.90e-8","-2.14","-","57.05","1e-8","0","bin453.log"
"Apr 14 2017","2457857.9999537035","513864001","148.59","2.90e-7","4.40e-8","-2.14","-","60.96","1e-8","0","bin454.log"
"Apr 21 2017","2457864.9999537035","514468801","69.58","2.09e-7","4.00e-8","-2.14","-","65.44","1e-8","0","bin455.log"
"Apr 28 2017","2457871.9999537035","515073601","133.05","2.29e-7","3.60e-8","-2.14","-","70.42","1e-8","0","bin456.log"
"May 05 2017","2457878.9999537035","515678401","76.96","1.88e-7","3.40e-8","-2.14","-","75.86","1e-8","0","bin457.log"
"May 12 2017","2457885.9999537035","516283201","70.24","1.91e-7","3.50e-8","-2.14","-","81.69","1e-8","0","bin458.log"
"May 19 2017","2457892.9999537035","516888001","166.25","2.92e-7","3.90e-8","-2.14","-","87.86","1e-8","0","bin459.log"
"May 26 2017","2457899.9999537035","517492801","180.07","3.15e-7","4.20e-8","-2.14","-","94.31","1e-8","0","bin460.log"
"Jun 02 2017","2457906.9999537035","518097601","448.02","5.56e-7","4.90e-8","-2.14","-","100.98","1e-8","0","bin461.log"
"Jun 09 2017","2457913.9999537035","518702401","220.64","4.33e-7","5.40e-8","-2.14","-","107.80","1e-8","0","bin462.log"
"Jun 16 2017","2457920.9999537035","519307201","644.61","7.51e-7","5.70e-8","-2.14","-","114.69","1e-8","0","bin463.log"
"Jun 23 2017","2457927.9999537035","519912001","223.07","3.78e-7","4.50e-8","-2.14","-","121.59","1e-8","0","bin464.log"
"Jun 30 2017","2457934.9999537035","520516801","47.28","1.79e-7","4.80e-8","-2.14","-","128.39","1e-8","0","bin465.log"
"Jul 07 2017","2457941.9999537035","521121601","62.78","2.15e-7","4.10e-8","-2.14","-","134.97","1e-8","0","bin466.log"
"Jul 14 2017","2457948.9999537035","521726401","68.82","1.97e-7","3.90e-8","-2.14","-","141.18","1e-8","0","bin467.log"
"Jul 21 2017","2457955.9999537035","522331201","110.36","1.98e-7","3.40e-8","-2.14","-","146.79","1e-8","0","bin468.log"
"Jul 28 2017","2457962.9999537035","522936001","199.07","3.46e-7","4.20e-8","-2.14","-","151.42","1e-8","0","bin469.log"
"Aug 04 2017","2457969.9999537035","523540801","144.55","3.11e-7","4.40e-8","-2.14","-","154.59","1e-8","0","bin470.log"
"Aug 11 2017","2457976.9999537035","524145601","208.95","3.31e-7","4.00e-8","-2.14","-","155.75","1e-8","0","bin471.log"
"Aug 18 2017","2457983.9999537035","524750401","116.55","2.39e-7","3.90e-8","-2.14","-","154.69","1e-8","0","bin472.log"
"Aug 25 2017","2457990.9999537035","525355201","101.68","2.61e-7","4.30e-8","-2.14","-","151.71","1e-8","0","bin473.log"
"Sep 01 2017","2457997.9999537035","525960001","206.57","3.82e-7","4.70e-8","-2.14","-","147.37","1e-8","0","bin474.log"
"Sep 08 2017","2458004.9999537035","526564801","182.33","3.27e-7","4.20e-8","-2.14","-","142.18","1e-8","0","bin475.log"
"Sep 15 2017","2458011.9999537035","527169601","203.73","5.78e-7","6.90e-8","-2.14","-","136.48","1e-8","0","bin476.log"
"Sep 22 2017","2458018.9999537035","527774401","400.76","5.93e-7","5.50e-8","-2.14","-","130.47","1e-8","0","bin477.log"
"Sep 29 2017","2458025.9999537035","528379201","292.21","4.26e-7","4.60e-8","-2.14","-","124.29","1e-8","0","bin478.log"
"Oct 06 2017","2458032.9999537035","528984001","261.98","3.87e-7","4.30e-8","-2.14","-","118.03","1e-8","0","bin479.log"
"Oct 13 2017","2458039.9999537035","529588801","247.63","3.95e-7","4.60e-8","-2.14","-","111.75","1e-8","0","bin480.log"
"Oct 20 2017","2458046.9999537035","530193601","285.3","5.23e-7","5.60e-8","-2.14","-","105.50","1e-8","0","bin481.log"
"Oct 27 2017","2458053.9999537035","530798401","298.59","4.41e-7","4.70e-8","-2.14","-","99.35","1e-8","0","bin482.log"
"Nov 03 2017","2458060.9999537035","531403201","401.81","4.89e-7","4.50e-8","-2.14","-","93.34","1e-8","0","bin483.log"
"Nov 10 2017","2458067.9999537035","532008001","262.62","3.94e-7","4.30e-8","-2.14","-","87.53","1e-8","0","bin484.log"
"Nov 17 2017","2458074.9999537035","532612801","374.74","4.80e-7","4.60e-8","-2.14","-","81.99","1e-8","0","bin485.log"
"Nov 24 2017","2458081.9999537035","533217601","250.21","3.72e-7","4.10e-8","-2.14","-","76.78","1e-8","0","bin486.log"
"Dec 01 2017","2458088.9999537035","533822401","227","3.90e-7","4.60e-8","-2.14","-","71.96","1e-8","0","bin487.log"
"Dec 08 2017","2458095.9999537035","534427201","415.95","6.38e-7","5.80e-8","-2.14","-","67.60","1e-8","0","bin488.log"
"Dec 15 2017","2458102.9999537035","535032001","553.78","7.22e-7","6.30e-8","-2.14","-","63.71","1e-8","0","bin489.log"
"Dec 22 2017","2458109.9999537035","535636801","645.29","6.77e-7","5.30e-8","-2.14","-","60.33","1e-8","0","bin490.log"
"Dec 29 2017","2458116.9999537035","536241601","295.03","3.88e-7","4.30e-8","-2.14","-","57.43","1e-8","0","bin491.log"
"Jan 05 2018","2458123.9999537035","536846401","620.54","7.09e-7","5.40e-8","-2.14","-","54.97","1e-8","0","bin492.log"
"Jan 12 2018","2458130.9999537035","537451201","471.61","5.70e-7","4.90e-8","-2.14","-","52.89","1e-8","0","bin493.log"
"Jan 19 2018","2458137.9999537035","538056001","478.54","5.92e-7","5.20e-8","-2.14","-","51.15","1e-8","0","bin494.log"
"Jan 26 2018","2458144.9999537035","538660801","166.91","3.54e-7","4.80e-8","-2.14","-","49.69","1e-8","0","bin495.log"
"Feb 02 2018","2458151.9999537035","539265601","334.52","5.94e-7","6.00e-8","-2.14","-","48.49","1e-8","0","bin496.log"
"Feb 09 2018","2458158.9999537035","539870401","350.51","4.85e-7","5.10e-8","-2.14","-","47.55","1e-8","0","bin497.log"
"Feb 16 2018","2458165.9999537035","540475201","678.35","7.17e-7","5.30e-8","-2.14","-","46.91","1e-8","0","bin498.log"
"Feb 23 2018","2458172.9999537035","541080001","316.42","4.98e-7","5.20e-8","-2.14","-","46.64","1e-8","0","bin499.log"
"Mar 02 2018","2458179.9999537035","541684801","951.63","9.44e-7","6.10e-8","-2.14","-","46.81","1e-8","0","bin500.log"
"Mar 09 2018","2458186.9999537035","542289601","1253.03","1.08e-6","6.00e-8","-2.14","-","47.49","1e-8","0","bin501.log"
"Mar 16 2018","2458193.9999537035","542894401","126.54","7.46e-7","1.19e-7","-2.14","-","48.77","1e-8","0","bin502.log"
"Apr 27 2018","2458235.9999537035","546523201","50.71","5.04e-7","1.28e-7","-2.14","-","69.50","1e-8","0","bin508.log"
"May 04 2018","2458242.9999537035","547128001","616.55","4.46e-7","3.30e-8","-2.14","-","74.86","1e-8","0","bin509.log"
"May 11 2018","2458249.9999537035","547732801","492.89","4.90e-7","4.00e-8","-2.14","-","80.63","1e-8","0","bin510.log"
"May 18 2018","2458256.9999537035","548337601","89.88","5.00e-7","9.50e-8","-2.14","-","86.75","1e-8","0","bin511.log"
"May 25 2018","2458263.9999537035","548942401","456.9","4.62e-7","4.00e-8","-2.14","-","93.15","1e-8","0","bin512.log"
"Jun 01 2018","2458270.9999537035","549547201","355.31","3.56e-7","3.40e-8","-2.14","-","99.78","1e-8","0","bin513.log"
"Jun 08 2018","2458277.9999537035","550152001","345.36","4.31e-7","4.10e-8","-2.14","-","106.58","1e-8","0","bin514.log"
"Jun 22 2018","2458291.9999537035","551361601","956.82","5.90e-7","3.60e-8","-2.14","-","120.37","1e-8","0","bin516.log"
"Jun 29 2018","2458298.9999537035","551966401","3.9","< 1.33e-6","-","-","-","127.19","1e-8","0","bin517.log"
"Jul 06 2018","2458305.9999537035","552571201","562.16","6.89e-7","5.40e-8","-2.14","-","133.83","1e-8","0","bin518.log"
"Jul 13 2018","2458312.9999537035","553176001","279.31","3.44e-7","3.70e-8","-2.14","-","140.12","1e-8","0","bin519.log"
"Jul 20 2018","2458319.9999537035","553780801","196.29","2.16e-7","2.70e-8","-2.14","-","145.85","1e-8","0","bin520.log"
"Jul 27 2018","2458326.9999537035","554385601","53.54","2.00e-7","4.60e-8","-2.14","-","150.69","1e-8","0","bin521.log"
"Aug 03 2018","2458333.9999537035","554990401","616.54","5.32e-7","4.10e-8","-2.14","-","154.16","1e-8","0","bin522.log"
"Aug 10 2018","2458340.9999537035","555595201","797.77","5.32e-7","3.40e-8","-2.14","-","155.71","1e-8","0","bin523.log"
"Aug 17 2018","2458347.9999537035","556200001","292.43","6.52e-7","7.10e-8","-2.14","-","155.03","1e-8","0","bin524.log"
"Aug 24 2018","2458354.9999537035","556804801","242.53","4.24e-7","4.80e-8","-2.14","-","152.35","1e-8","0","bin525.log"
"Aug 31 2018","2458361.9999537035","557409601","451.97","4.22e-7","3.70e-8","-2.14","-","148.21","1e-8","0","bin526.log"
"Sep 07 2018","2458368.9999537035","558014401","164.13","4.95e-7","6.80e-8","-2.14","-","143.15","1e-8","0","bin527.log"
"Sep 14 2018","2458375.9999537035","558619201","196.4","2.49e-7","3.10e-8","-2.14","-","137.52","1e-8","0","bin528.log"
"Sep 21 2018","2458382.9999537035","559224001","167","1.78e-7","2.40e-8","-2.14","-","131.55","1e-8","0","bin529.log"
"Sep 28 2018","2458389.9999537035","559828801","282.62","2.97e-7","3.00e-8","-2.14","-","125.40","1e-8","0","bin530.log"
"Oct 05 2018","2458396.9999537035","560433601","224.46","2.97e-7","3.40e-8","-2.14","-","119.14","1e-8","0","bin531.log"
"Oct 19 2018","2458410.9999537035","561643201","9.4","2.93e-7","1.73e-7","-2.14","-","106.61","1e-8","0","bin533.log"
"Oct 26 2018","2458417.9999537035","562248001","96.09","1.73e-7","3.10e-8","-2.14","-","100.43","1e-8","0","bin534.log"
"Nov 02 2018","2458424.9999537035","562852801","111.63","1.90e-7","3.10e-8","-2.14","-","94.39","1e-8","0","bin535.log"
"Nov 09 2018","2458431.9999537035","563457601","203.71","2.95e-7","3.50e-8","-2.14","-","88.55","1e-8","0","bin536.log"
"Nov 16 2018","2458438.9999537035","564062401","318.87","3.46e-7","3.60e-8","-2.14","-","82.95","1e-8","0","bin537.log"
"Nov 23 2018","2458445.9999537035","564667201","139.01","1.76e-7","2.40e-8","-2.14","-","77.68","1e-8","0","bin538.log"
"Nov 30 2018","2458452.9999537035","565272001","64.62","1.54e-7","3.10e-8","-2.14","-","72.79","1e-8","0","bin539.log"
"Dec 07 2018","2458459.9999537035","565876801","109.67","1.86e-7","3.20e-8","-2.14","-","68.34","1e-8","0","bin540.log"
"Dec 14 2018","2458466.9999537035","566481601","176.17","2.36e-7","2.90e-8","-2.14","-","64.37","1e-8","0","bin541.log"
"Dec 21 2018","2458473.9999537035","567086401","185.02","2.07e-7","2.70e-8","-2.14","-","60.89","1e-8","0","bin542.log"
"Jan 04 2019","2458487.9999537035","568296001","284.43","2.96e-7","2.90e-8","-2.14","-","55.37","1e-8","0","bin544.log"
"Jan 11 2019","2458494.9999537035","568900801","73.08","1.79e-7","3.40e-8","-2.14","-","53.24","1e-8","0","bin545.log"
"Jan 18 2019","2458501.9999537035","569505601","100.45","1.91e-7","3.30e-8","-2.14","-","51.44","1e-8","0","bin546.log"
"Jan 25 2019","2458508.9999537035","570110401","119.91","2.30e-7","3.40e-8","-2.14","-","49.93","1e-8","0","bin547.log"
"Feb 01 2019","2458515.9999537035","570715201","283.58","2.72e-7","3.10e-8","-2.14","-","48.68","1e-8","0","bin548.log"
"Feb 08 2019","2458522.9999537035","571320001","156.45","2.04e-7","2.80e-8","-2.14","-","47.69","1e-8","0","bin549.log"
"Feb 15 2019","2458529.9999537035","571924801","183.11","2.26e-7","2.80e-8","-2.14","-","47.00","1e-8","0","bin550.log"
"Feb 22 2019","2458536.9999537035","572529601","262.9","4.38e-7","4.50e-8","-2.14","-","46.66","1e-8","0","bin551.log"
"Mar 01 2019","2458543.9999537035","573134401","218.19","3.91e-7","4.70e-8","-2.14","-","46.74","1e-8","0","bin552.log"
"Mar 08 2019","2458550.9999537035","573739201","309.8","4.08e-7","4.30e-8","-2.14","-","47.33","1e-8","0","bin553.log"
"Mar 15 2019","2458557.9999537035","574344001","270.51","3.46e-7","3.90e-8","-2.14","-","48.49","1e-8","0","bin554.log"
"Mar 22 2019","2458564.9999537035","574948801","335.11","4.68e-7","4.70e-8","-2.14","-","50.28","1e-8","0","bin555.log"
"Mar 29 2019","2458571.9999537035","575553601","213.22","3.69e-7","4.50e-8","-2.14","-","52.72","1e-8","0","bin556.log"
"Apr 05 2019","2458578.9999537035","576158401","155.04","3.05e-7","4.30e-8","-2.14","-","55.80","1e-8","0","bin557.log"
"Apr 12 2019","2458585.9999537035","576763201","400.05","5.15e-7","4.90e-8","-2.14","-","59.51","1e-8","0","bin558.log"
"Apr 19 2019","2458592.9999537035","577368001","543.73","5.63e-7","4.70e-8","-2.14","-","63.79","1e-8","0","bin559.log"
"Apr 26 2019","2458599.9999537035","577972801","930.69","9.46e-7","6.30e-8","-2.14","-","68.60","1e-8","0","bin560.log"
"May 03 2019","2458606.9999537035","578577601","1535.44","1.20e-6","6.00e-8","-2.14","-","73.88","1e-8","0","bin561.log"
"May 10 2019","2458613.9999537035","579182401","505.64","6.21e-7","5.00e-8","-2.14","-","79.58","1e-8","0","bin562.log"
"May 17 2019","2458620.9999537035","579787201","637.87","7.16e-7","5.40e-8","-2.14","-","85.64","1e-8","0","bin563.log"
"May 24 2019","2458627.9999537035","580392001","348.59","4.54e-7","4.50e-8","-2.14","-","91.99","1e-8","0","bin564.log"
"May 31 2019","2458634.9999537035","580996801","245.87","3.15e-7","3.40e-8","-2.14","-","98.59","1e-8","0","bin565.log"
"Jun 07 2019","2458641.9999537035","581601601","291.73","2.94e-7","3.10e-8","-2.14","-","105.36","1e-8","0","bin566.log"
"Jun 14 2019","2458648.9999537035","582206401","212.45","2.86e-7","3.30e-8","-2.14","-","112.24","1e-8","0","bin567.log"
"Jun 21 2019","2458655.9999537035","582811201","103.96","2.49e-7","4.40e-8","-2.14","-","119.14","1e-8","0","bin568.log"
"Jun 28 2019","2458662.9999537035","583416001","298.42","3.45e-7","4.00e-8","-2.14","-","125.99","1e-8","0","bin569.log"
"Jul 05 2019","2458669.9999537035","584020801","502.12","5.63e-7","4.80e-8","-2.14","-","132.67","1e-8","0","bin570.log"
"Jul 12 2019","2458676.9999537035","584625601","665.35","5.50e-7","4.20e-8","-2.14","-","139.04","1e-8","0","bin571.log"
"Jul 19 2019","2458683.9999537035","585230401","1845.6","1.04e-6","4.80e-8","-2.14","-","144.89","1e-8","0","bin572.log"
"Jul 26 2019","2458690.9999537035","585835201","806.23","5.82e-7","3.80e-8","-2.14","-","149.92","1e-8","0","bin573.log"
"Aug 02 2019","2458697.9999537035","586440001","304.96","4.99e-7","5.40e-8","-2.14","-","153.67","1e-8","0","bin574.log"
"Aug 09 2019","2458704.9999537035","587044801","219.4","3.31e-7","4.20e-8","-2.14","-","155.60","1e-8","0","bin575.log"
"Aug 16 2019","2458711.9999537035","587649601","142.56","2.64e-7","4.10e-8","-2.14","-","155.31","1e-8","0","bin576.log"
"Aug 23 2019","2458718.9999537035","588254401","233.34","3.66e-7","4.40e-8","-2.14","-","152.95","1e-8","0","bin577.log"
"Aug 30 2019","2458725.9999537035","588859201","335.01","3.58e-7","3.40e-8","-2.14","-","149.03","1e-8","0","bin578.log"
"Sep 06 2019","2458732.9999537035","589464001","348.13","3.65e-7","3.40e-8","-2.14","-","144.10","1e-8","0","bin579.log"
"Sep 13 2019","2458739.9999537035","590068801","171.3","3.38e-7","4.80e-8","-2.14","-","138.55","1e-8","0","bin580.log"
"Sep 20 2019","2458746.9999537035","590673601","337.08","5.06e-7","5.00e-8","-2.14","-","132.63","1e-8","0","bin581.log"
"Sep 27 2019","2458753.9999537035","591278401","184.88","5.88e-7","7.70e-8","-2.14","-","126.50","1e-8","0","bin582.log"
"Oct 04 2019","2458760.9999537035","591883201","384.47","5.69e-7","5.70e-8","-2.14","-","120.26","1e-8","0","bin583.log"
"Oct 11 2019","2458767.9999537035","592488001","268.64","3.78e-7","4.10e-8","-2.14","-","113.98","1e-8","0","bin584.log"
"Oct 18 2019","2458774.9999537035","593092801","170.35","2.93e-7","4.00e-8","-2.14","-","107.71","1e-8","0","bin585.log"
"Oct 25 2019","2458781.9999537035","593697601","68.46","2.19e-7","4.00e-8","-2.14","-","101.52","1e-8","0","bin586.log"
"Nov 01 2019","2458788.9999537035","594302401","92.27","2.56e-7","4.20e-8","-2.14","-","95.45","1e-8","0","bin587.log"
"Nov 08 2019","2458795.9999537035","594907201","54.68","1.46e-7","3.20e-8","-2.14","-","89.57","1e-8","0","bin588.log"
"Nov 15 2019","2458802.9999537035","595512001","38.06","1.06e-7","2.70e-8","-2.14","-","83.93","1e-8","0","bin589.log"
"Nov 22 2019","2458809.9999537035","596116801","135.34","2.67e-7","3.70e-8","-2.14","-","78.59","1e-8","0","bin590.log"
"Nov 29 2019","2458816.9999537035","596721601","402.51","5.44e-7","4.90e-8","-2.14","-","73.63","1e-8","0","bin591.log"
"Dec 06 2019","2458823.9999537035","597326401","281.58","4.19e-7","4.60e-8","-2.14","-","69.09","1e-8","0","bin592.log"
"Dec 13 2019","2458830.9999537035","597931201","590.29","7.41e-7","5.90e-8","-2.14","-","65.04","1e-8","0","bin593.log"
"Dec 20 2019","2458837.9999537035","598536001","786.39","7.48e-7","5.10e-8","-2.14","-","61.47","1e-8","0","bin594.log"
"Dec 27 2019","2458844.9999537035","599140801","810.9","6.42e-7","4.20e-8","-2.14","-","58.40","1e-8","0","bin595.log"
"Jan 03 2020","2458851.9999537035","599745601","1953.41","1.11e-6","5.00e-8","-2.14","-","55.79","1e-8","0","bin596.log"
"Jan 10 2020","2458858.9999537035","600350401","635.24","7.15e-7","5.30e-8","-2.14","-","53.59","1e-8","0","bin597.log"
"Jan 17 2020","2458865.9999537035","600955201","955.81","1.06e-6","6.60e-8","-2.14","-","51.74","1e-8","0","bin598.log"
"Jan 24 2020","2458872.9999537035","601560001","512.09","6.50e-7","5.20e-8","-2.14","-","50.18","1e-8","0","bin599.log"
"Jan 31 2020","2458879.9999537035","602164801","320.49","4.88e-7","5.00e-8","-2.14","-","48.88","1e-8","0","bin600.log"
"Feb 07 2020","2458886.9999537035","602769601","578.45","5.15e-7","3.90e-8","-2.14","-","47.85","1e-8","0","bin601.log"
"Feb 14 2020","2458893.9999537035","603374401","418.06","4.14e-7","3.50e-8","-2.14","-","47.10","1e-8","0","bin602.log"
"Feb 21 2020","2458900.9999537035","603979201","128.25","2.39e-7","3.40e-8","-2.14","-","46.69","1e-8","0","bin603.log"
"Feb 28 2020","2458907.9999537035","604584001","394.26","5.53e-7","5.30e-8","-2.14","-","46.69","1e-8","0","bin604.log"
"Mar 06 2020","2458914.9999537035","605188801","212.2","3.87e-7","4.70e-8","-2.14","-","47.19","1e-8","0","bin605.log"
"Mar 13 2020","2458921.9999537035","605793601","1088.22","1.17e-6","7.00e-8","-2.14","-","48.24","1e-8","0","bin606.log"
"Mar 20 2020","2458928.9999537035","606398401","1035.2","9.29e-7","5.80e-8","-2.14","-","49.92","1e-8","0","bin607.log"
"Mar 27 2020","2458935.9999537035","607003201","1087.21","1.16e-6","7.00e-8","-2.14","-","52.24","1e-8","0","bin608.log"
"Apr 03 2020","2458942.9999537035","607608001","162.85","3.52e-7","4.80e-8","-2.14","-","55.21","1e-8","0","bin609.log"
"Apr 10 2020","2458949.9999537035","608212801","92.73","2.00e-7","3.60e-8","-2.14","-","58.80","1e-8","0","bin610.log"
"Apr 17 2020","2458956.9999537035","608817601","79.57","2.04e-7","3.70e-8","-2.14","-","62.99","1e-8","0","bin611.log"
"Apr 24 2020","2458963.9999537035","609422401","788.87","7.53e-7","5.00e-8","-2.14","-","67.71","1e-8","0","bin612.log"
"May 01 2020","2458970.9999537035","610027201","254.65","4.30e-7","5.00e-8","-2.14","-","72.91","1e-8","0","bin613.log"
"May 08 2020","2458977.9999537035","610632001","92.22","1.99e-7","3.50e-8","-2.14","-","78.54","1e-8","0","bin614.log"
"May 15 2020","2458984.9999537035","611236801","117.83","2.49e-7","3.70e-8","-2.14","-","84.54","1e-8","0","bin615.log"
"May 22 2020","2458991.9999537035","611841601","1059.29","1.03e-6","6.10e-8","-2.14","-","90.85","1e-8","0","bin616.log"
"May 29 2020","2458998.9999537035","612446401","254.62","3.40e-7","3.80e-8","-2.14","-","97.41","1e-8","0","bin617.log"
"Jun 05 2020","2459005.9999537035","613051201","1177.49","8.18e-7","4.60e-8","-2.14","-","104.15","1e-8","0","bin618.log"
"Jun 12 2020","2459012.9999537035","613656001","359.16","3.30e-7","3.00e-8","-2.14","-","111.01","1e-8","0","bin619.log"
"Jun 19 2020","2459019.9999537035","614260801","41.1","1.36e-7","3.10e-8","-2.14","-","117.92","1e-8","0","bin620.log"
"Jun 26 2020","2459026.9999537035","614865601","267.12","4.05e-7","4.50e-8","-2.14","-","124.78","1e-8","0","bin621.log"
"Jul 03 2020","2459033.9999537035","615470401","243.76","3.91e-7","4.30e-8","-2.14","-","131.50","1e-8","0","bin622.log"
"Jul 10 2020","2459040.9999537035","616075201","84.86","2.12e-7","3.70e-8","-2.14","-","137.94","1e-8","0","bin623.log"
"Jul 17 2020","2459047.9999537035","616680001","138.02","1.98e-7","2.80e-8","-2.14","-","143.90","1e-8","0","bin624.log"
"Jul 24 2020","2459054.9999537035","617284801","122.84","2.02e-7","3.00e-8","-2.14","-","149.10","1e-8","0","bin625.log"
"Jul 31 2020","2459061.9999537035","617889601","453.45","4.16e-7","3.60e-8","-2.14","-","153.12","1e-8","0","bin626.log"
"Aug 07 2020","2459068.9999537035","618494401","863.57","8.69e-7","5.60e-8","-2.14","-","155.41","1e-8","0","bin627.log"
"Aug 14 2020","2459075.9999537035","619099201","1002.04","1.11e-6","7.00e-8","-2.14","-","155.53","1e-8","0","bin628.log"
"Aug 21 2020","2459082.9999537035","619704001","2979.11","2.39e-6","9.00e-8","-2.14","-","153.50","1e-8","0","bin629.log"
"Aug 28 2020","2459089.9999537035","620308801","2144.6","1.82e-6","9.00e-8","-2.14","-","149.81","1e-8","0","bin630.log"
"Sep 04 2020","2459096.9999537035","620913601","2620.29","1.49e-6","6.00e-8","-2.14","-","145.02","1e-8","0","bin631.log"
"Sep 11 2020","2459103.9999537035","621518401","887.91","8.52e-7","5.10e-8","-2.14","-","139.56","1e-8","0","bin632.log"
"Sep 18 2020","2459110.9999537035","622123201","1934.29","1.84e-6","8.00e-8","-2.14","-","133.70","1e-8","0","bin633.log"
"Sep 25 2020","2459117.9999537035","622728001","1149.55","1.12e-6","7.00e-8","-2.14","-","127.60","1e-8","0","bin634.log"
"Oct 02 2020","2459124.9999537035","623332801","1346.15","2.24e-6","1.30e-7","-2.14","-","121.37","1e-8","0","bin635.log"
"Oct 09 2020","2459131.9999537035","623937601","1700.18","1.56e-6","8.00e-8","-2.14","-","115.09","1e-8","0","bin636.log"
"Oct 16 2020","2459138.9999537035","624542401","486.92","5.54e-7","4.70e-8","-2.14","-","108.82","1e-8","0","bin637.log"
"Oct 23 2020","2459145.9999537035","625147201","375.41","5.04e-7","4.80e-8","-2.14","-","102.61","1e-8","0","bin638.log"
"Oct 30 2020","2459152.9999537035","625752001","153.84","3.63e-7","5.10e-8","-2.14","-","96.52","1e-8","0","bin639.log"
"Nov 06 2020","2459159.9999537035","626356801","273.17","5.15e-7","5.70e-8","-2.14","-","90.60","1e-8","0","bin640.log"
"Nov 13 2020","2459166.9999537035","626961601","266.13","4.09e-7","4.20e-8","-2.14","-","84.91","1e-8","0","bin641.log"
"Nov 20 2020","2459173.9999537035","627566401","389.55","4.49e-7","4.00e-8","-2.14","-","79.51","1e-8","0","bin642.log"
"Nov 27 2020","2459180.9999537035","628171201","315.34","4.63e-7","4.50e-8","-2.14","-","74.48","1e-8","0","bin643.log"
"Dec 04 2020","2459187.9999537035","628776001","466.27","6.12e-7","5.00e-8","-2.14","-","69.86","1e-8","0","bin644.log"
"Dec 11 2020","2459194.9999537035","629380801","652.31","7.56e-7","5.50e-8","-2.14","-","65.72","1e-8","0","bin645.log"
"Dec 18 2020","2459201.9999537035","629985601","648.05","8.38e-7","6.10e-8","-2.14","-","62.07","1e-8","0","bin646.log"
